Year;Movie;Director_OMDb;Genre;Runtime_min;Rated;IMDb_Rating;IMDb_Votes;Metascore;Rotten_Tomatoes;total_awards;Oscars - Best Picture;BAFTA - Best film;Golden Globes - Best movie;PGA - Best Picutre;Oscars - Best Director;BAFTA - Best Director;Golden Globes - Best Director;Oscars - Best Screenplay;BAFTA - Best Screenplay;Golden Globes - Best Screenplay;Oscars - Best Montage;BAFTA - Best Montage;Oscars - Best Cinematography;BAFTA - Best Cinematography
2011;The Kids Are All Right;Lisa Cholodenko;Comedy, Drama, Romance;106.0;R;7;137440.0;86.0;93.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2011;The King's Speech;Tom Hooper;Biography, Drama, History;118.0;R;8;733140.0;88.0;94.0;6;1;1.0;0.0;1.0;1;0;0;1;1;0;0.0;0;0;0
2011;Black Swan;Darren Aronofsky;Drama, Thriller;108.0;R;8;889390.0;79.0;85.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2011;The Fighter;David O. Russell;Action, Biography, Drama;116.0;R;7,8;408117.0;79.0;78.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2011;Inception;Christopher Nolan;Action, Adventure, Sci-Fi;148.0;PG-13;8,8;2818462.0;74.0;87.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
2011;The Social Network;David Fincher;Biography, Drama;120.0;PG-13;7,8;819887.0;95.0;96.0;8;0;0.0;1.0;0.0;0;1;1;1;1;1;1.0;1;0;0
2011;True Grit;Ethan Coen, Joel Coen;Drama, Western;110.0;PG-13;7,6;376468.0;80.0;95.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;1
2010;A Serious Man;Ethan Coen, Joel Coen;Comedy, Drama;106.0;R;7;158585.0;88.0;89.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2010;The Blind Side;John Lee Hancock;Biography, Drama, Sport;129.0;PG-13;7,6;387267.0;53.0;66.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2010;An Education;Lone Scherfig;Drama;100.0;PG-13;7,2;141167.0;85.0;93.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2010;District 9;Neill Blomkamp;Action, Sci-Fi, Thriller;112.0;R;7,9;752771.0;81.0;90.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2010;Up;Pete Docter, Bob Peterson;Adventure, Animation, Comedy;96.0;PG-13;8,3;1236565.0;45.0;47.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2010;The Hurt Locker;Kathryn Bigelow;Drama, Thriller, War;131.0;R;7,5;496747.0;95.0;97.0;10;1;1.0;0.0;1.0;1;1;0;1;1;0;1.0;1;0;1
2010;Avatar;James Cameron;Action, Adventure, Fantasy;162.0;PG-13;7,9;1498360.0;83.0;81.0;3;0;0.0;1.0;0.0;0;0;1;0;0;0;0.0;0;1;0
2010;Inglourious Basterds;Quentin Tarantino;Adventure, Drama, War;153.0;R;8,4;1784205.0;69.0;89.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2010;"Precious: Based on the Novel ""Push"" by Sapphire";Lee Daniels;Drama;110.0;R;7,3;121178.0;79.0;91.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
2010;Up in the Air;Jason Reitman;Comedy, Drama, Romance;109.0;Not Rated;7,4;360873.0;83.0;90.0;2;0;0.0;0.0;0.0;0;0;0;0;1;1;0.0;0;0;0
2009;The Curious Case of Benjamin Button;David Fincher;Drama, Fantasy, Romance;166.0;PG-13;7,8;745989.0;70.0;72.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2009;The Reader;Stephen Daldry;Drama, Mystery, Romance;124.0;R;7,6;273976.0;58.0;63.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2009;Slumdog Millionaire;Danny Boyle, Loveleen Tandan;Crime, Drama, Romance;120.0;R;8;910511.0;84.0;92.0;14;1;1.0;1.0;1.0;1;1;1;1;1;1;1.0;1;1;1
2009;Frost/Nixon;Ron Howard;Biography, Drama, History;122.0;R;7,6;115995.0;80.0;93.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2009;Milk;Gus Van Sant;Biography, Drama;128.0;R;7,5;186112.0;83.0;93.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
2008;There Will Be Blood;Paul Thomas Anderson;Drama;158.0;R;8,2;708926.0;93.0;91.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
2008;Michael Clayton;Tony Gilroy;Crime, Drama, Mystery;119.0;R;7,2;184021.0;82.0;90.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2008;No Country for Old Men;Ethan Coen, Joel Coen;Crime, Drama, Thriller;122.0;R;8,2;1190697.0;92.0;93.0;7;1;0.0;0.0;1.0;1;1;0;1;0;1;0.0;0;0;1
2008;Atonement;Joe Wright;Drama, Mystery, Romance;123.0;R;7,8;329268.0;85.0;83.0;2;0;1.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2008;Juno;Jason Reitman;Comedy, Drama;96.0;PG-13;7,4;572587.0;81.0;93.0;2;0;0.0;0.0;0.0;0;0;0;1;1;0;0.0;0;0;0
2007;Little Miss Sunshine;Jonathan Dayton, Valerie Faris;Comedy, Drama;101.0;R;7,8;558610.0;80.0;91.0;3;0;0.0;0.0;1.0;0;0;0;1;1;0;0.0;0;0;0
2007;The Departed;Martin Scorsese;Crime, Drama, Thriller;151.0;R;8,5;1554866.0;85.0;91.0;5;1;0.0;0.0;0.0;1;0;1;1;0;0;1.0;0;0;0
2007;Babel;Alejandro G. Iñárritu;Drama;143.0;R;7,4;329247.0;69.0;68.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2007;Letters from Iwo Jima;Clint Eastwood;Action, Adventure, Drama;141.0;R;7,8;177158.0;89.0;91.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2007;The Queen;Stephen Frears;Biography, Drama;103.0;PG-13;7,3;119808.0;90.0;97.0;2;0;1.0;0.0;0.0;0;0;0;0;0;1;0.0;0;0;0
2006;Brokeback Mountain;Ang Lee;Drama, Romance;134.0;R;7,7;417259.0;87.0;88.0;9;0;1.0;1.0;1.0;1;1;1;1;1;1;0.0;0;0;0
2006;Good Night, and Good Luck;George Clooney;Biography, Drama, History;93.0;PG;7,4;105268.0;80.0;93.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2006;Munich;Steven Spielberg;Drama, History, Thriller;164.0;R;7,5;253603.0;74.0;78.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2006;Crash;Paul Haggis;Crime, Drama, Thriller;112.0;R;7,7;463000.0;66.0;73.0;4;1;0.0;0.0;0.0;0;0;0;1;1;0;1.0;0;0;0
2006;Capote;Bennett Miller;Biography, Crime, Drama;114.0;R;7,3;149413.0;88.0;82.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2005;Million Dollar Baby;Clint Eastwood;Drama, Sport;132.0;PG-13;8,1;766358.0;86.0;90.0;3;1;0.0;0.0;0.0;1;0;1;0;0;0;0.0;0;0;0
2005;Ray;Taylor Hackford;Biography, Drama, Music;152.0;PG-13;7,7;165860.0;73.0;80.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2005;The Aviator;Martin Scorsese;Biography, Drama;170.0;PG-13;7,5;408827.0;77.0;86.0;5;0;1.0;1.0;1.0;0;0;0;0;0;0;1.0;0;1;0
2005;Finding Neverland;Marc Forster;Biography, Drama, Family;106.0;PG;7,6;217352.0;67.0;75.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2005;Sideways;Alexander Payne;Comedy, Drama, Romance;127.0;R;7,5;217086.0;94.0;86.0;4;0;0.0;1.0;0.0;0;0;0;1;1;1;0.0;0;0;0
2004;Seabiscuit;Gary Ross;Drama, History, Sport;140.0;PG-13;7,3;80199.0;72.0;77.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2004;The Lord of the Rings: The Return of the King;Peter Jackson;Adventure, Drama, Fantasy;201.0;PG-13;9;2165634.0;94.0;94.0;10;1;1.0;1.0;1.0;1;0;1;1;1;0;1.0;0;0;1
2004;Lost in Translation;Sofia Coppola;Comedy, Drama;102.0;R;7,7;530365.0;91.0;95.0;4;0;0.0;1.0;0.0;0;0;0;1;0;1;0.0;1;0;0
2004;Master and Commander: The Far Side of the World;Peter Weir;Action, Adventure, Drama;138.0;PG-13;7,5;255984.0;81.0;76.0;2;0;0.0;0.0;0.0;0;1;0;0;0;0;0.0;0;1;0
2004;Mystic River;Clint Eastwood;Crime, Drama, Mystery;138.0;R;7,9;523362.0;84.0;78.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2003;The Lord of the Rings: The Two Towers;Peter Jackson;Adventure, Drama, Fantasy;179.0;PG-13;8,8;1958262.0;87.0;95.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2003;Chicago;Rob Marshall;Comedy, Crime, Musical;113.0;TV-PG;7,2;256735.0;82.0;86.0;4;1;0.0;1.0;1.0;0;0;0;0;0;0;1.0;0;0;0
2003;The Hours;Stephen Daldry;Drama, Romance;114.0;PG-13;7,5;147159.0;80.0;79.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2003;Gangs of New York;Martin Scorsese;Crime, Drama;167.0;R;7,5;505835.0;72.0;72.0;1;0;0.0;0.0;0.0;0;0;1;0;0;0;0.0;0;0;0
2003;The Pianist;Roman Polanski;Biography, Drama, Music;150.0;R;8,5;1012916.0;85.0;95.0;4;0;1.0;0.0;0.0;1;1;0;1;0;0;0.0;0;0;0
2002;Moulin Rouge!;Baz Luhrmann;Drama, Musical, Romance;127.0;PG-13;7,5;314590.0;66.0;75.0;2;0;0.0;1.0;1.0;0;0;0;0;0;0;0.0;0;0;0
2002;The Lord of the Rings: The Fellowship of the Ring;Peter Jackson;Adventure, Drama, Fantasy;178.0;PG-13;8,9;2207668.0;92.0;91.0;2;0;1.0;0.0;0.0;0;1;0;0;0;0;0.0;0;0;0
2002;In the Bedroom;Todd Field;Crime, Drama;131.0;R;7,4;44506.0;86.0;93.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
2002;A Beautiful Mind;Ron Howard;Biography, Drama, Mystery;135.0;PG-13;8,2;1053785.0;72.0;74.0;5;1;0.0;1.0;0.0;1;0;0;1;0;1;0.0;0;0;0
2002;Gosford Park;Robert Altman;Comedy, Drama, Mystery;137.0;R;7,2;102381.0;90.0;87.0;2;0;0.0;0.0;0.0;0;0;1;0;0;0;0.0;0;1;0
2001;Crouching Tiger, Hidden Dragon;Ang Lee;Action, Adventure, Drama;120.0;PG-13;7,9;295061.0;94.0;97.0;2;0;0.0;0.0;0.0;0;1;1;0;0;0;0.0;0;0;0
2001;Chocolat;Lasse Hallström;Drama, Romance;121.0;G;7,2;210457.0;64.0;63.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2001;Gladiator;Ridley Scott;Action, Adventure, Drama;155.0;Not Rated;8,5;1850769.0;67.0;80.0;5;1;1.0;1.0;1.0;0;0;0;0;0;0;0.0;1;0;0
2001;Erin Brockovich;Steven Soderbergh;Biography, Drama;131.0;R;7,5;246420.0;73.0;85.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
2001;Traffic;Steven Soderbergh;Crime, Drama, Thriller;147.0;Not Rated;7,5;230570.0;86.0;93.0;5;0;0.0;0.0;0.0;1;0;0;1;1;1;1.0;0;0;0
2000;The Green Mile;Frank Darabont;Crime, Drama, Fantasy;189.0;R;8,6;1562272.0;61.0;78.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2000;The Cider House Rules;Lasse Hallström;Drama, Romance;126.0;PG-13;7,4;109561.0;75.0;72.0;3;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;1;1
2000;American Beauty;Sam Mendes;Drama;122.0;R;8,3;1280233.0;84.0;87.0;9;1;1.0;1.0;1.0;1;0;1;1;0;1;0.0;1;0;0
2000;The Insider;Michael Mann;Biography, Drama, History;157.0;R;7,8;192643.0;85.0;96.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
2000;The Sixth Sense;M. Night Shyamalan;Drama, Mystery, Thriller;107.0;PG-13;8,2;1145406.0;64.0;86.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1999;Life Is Beautiful;Sabu Aloysius, Arunkumar M;Drama;117.0;PG-13;8,6;806401.0;58.0;80.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;1
1999;Elizabeth;Shekhar Kapur;Biography, Drama, History;124.0;TV-G;7,4;110279.0;66.0;82.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1999;The Thin Red Line;Terrence Malick;Drama, History, War;170.0;R;7,6;213169.0;78.0;80.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1999;Shakespeare in Love;John Madden;Comedy, Drama, History;123.0;R;7,1;243169.0;87.0;83.0;6;1;1.0;1.0;0.0;0;0;0;1;0;1;0.0;1;0;0
1999;Saving Private Ryan;Steven Spielberg;Drama, War;169.0;R;8,6;1639843.0;91.0;94.0;5;0;0.0;1.0;1.0;1;0;1;0;0;0;1.0;0;0;0
1998;Good Will Hunting;Gus Van Sant;Drama, Romance;126.0;R;8,4;1217819.0;71.0;97.0;2;0;0.0;0.0;0.0;0;0;0;1;0;1;0.0;0;0;0
1998;Titanic;James Cameron;Drama, Romance;194.0;PG-13;8;1393051.0;73.0;83.0;6;1;0.0;1.0;1.0;1;0;1;0;0;0;1.0;0;0;0
1998;As Good as It Gets;James L. Brooks;Comedy, Drama, Romance;139.0;PG-13;7,7;338927.0;67.0;86.0;2;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1998;The Full Monty;Peter Cattaneo;Comedy, Drama;91.0;R;7,2;119930.0;75.0;96.0;1;0;1.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1998;L.A. Confidential;Curtis Hanson;Crime, Drama, Mystery;138.0;R;8,2;659610.0;91.0;99.0;2;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;1;0;0
1997;The English Patient;Anthony Minghella;Drama, Romance, War;162.0;R;7,4;213714.0;86.0;86.0;8;1;1.0;1.0;1.0;1;0;0;0;1;0;1.0;1;0;0
1997;Jerry Maguire;Cameron Crowe;Comedy, Drama, Romance;139.0;R;7,3;311811.0;77.0;84.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1997;Fargo;Joel Coen, Ethan Coen;Crime, Drama, Thriller;98.0;R;8,1;788142.0;88.0;94.0;4;0;0.0;0.0;0.0;0;1;0;1;0;0;0.0;0;1;1
1997;Secrets & Lies;Mike Leigh;Comedy, Drama;136.0;R;8;51526.0;92.0;86.0;1;0;0.0;0.0;0.0;0;0;0;0;1;0;0.0;0;0;0
1997;Shine;Scott Hicks;Biography, Drama, Music;105.0;PG-13;7,6;59045.0;87.0;80.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1996;Sense and Sensibility;Ang Lee;Drama, Romance;136.0;PG;7,7;137556.0;84.0;97.0;4;0;1.0;1.0;0.0;0;0;0;1;0;1;0.0;0;0;0
1996;Babe;Chris Noonan;Comedy, Drama, Family;91.0;Not Rated;6,9;142300.0;83.0;97.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1996;Braveheart;Mel Gibson;Biography, Drama, War;178.0;R;8,3;1161518.0;68.0;76.0;3;1;0.0;0.0;0.0;1;0;1;0;0;0;0.0;0;0;0
1996;Apollo 13;Ron Howard;Adventure, Drama, History;140.0;PG;7,7;338542.0;78.0;96.0;4;0;0.0;0.0;1.0;0;0;0;0;0;0;1.0;0;1;1
1996;Il Postino: The Postman;Michael Radford;Comedy, Drama, Romance;108.0;PG;7,8;41502.0;81.0;94.0;1;0;0.0;0.0;0.0;0;1;0;0;0;0;0.0;0;0;0
1995;The Shawshank Redemption;Frank Darabont;Drama;142.0;R;9,3;3190089.0;82.0;89.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1995;Four Weddings and a Funeral;Mike Newell;Comedy, Drama, Romance;117.0;R;7,1;182223.0;81.0;92.0;2;0;1.0;0.0;0.0;0;1;0;0;0;0;0.0;0;0;0
1995;Pulp Fiction;Quentin Tarantino;Crime, Drama;154.0;R;8,8;2436317.0;95.0;92.0;3;0;0.0;0.0;0.0;0;0;0;1;1;1;0.0;0;0;0
1995;Quiz Show;Robert Redford;Biography, Drama, History;133.0;PG-13;7,5;77834.0;92.0;97.0;1;0;0.0;0.0;0.0;0;0;0;0;1;0;0.0;0;0;0
1995;Forrest Gump;Robert Zemeckis;Drama, Romance;142.0;PG-13;8,8;2497865.0;82.0;75.0;7;1;0.0;1.0;1.0;1;0;1;1;0;0;1.0;0;0;0
1994;The Fugitive;Andrew Davis;Action, Crime, Drama;130.0;PG-13;7,8;346738.0;87.0;96.0;2;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;1
1994;The Remains of the Day;James Ivory;Drama, Romance;134.0;PG;7,8;92989.0;86.0;96.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1994;In the Name of the Father;Jim Sheridan;Biography, Crime, Drama;133.0;R;8,1;202831.0;84.0;94.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1994;Schindler's List;Steven Spielberg;Biography, Drama, History;195.0;R;9;1586314.0;95.0;98.0;12;1;1.0;1.0;1.0;1;1;1;1;1;1;1.0;1;0;0
1994;The Piano;Jane Campion;Drama, Music, Romance;121.0;R;7,5;101343.0;89.0;90.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1993;Unforgiven;Clint Eastwood;Drama, Western;130.0;R;8,2;469207.0;85.0;96.0;4;1;0.0;0.0;0.0;1;0;1;0;0;0;1.0;0;0;0
1993;Howards End;James Ivory;Drama, Romance;142.0;PG;7,3;38710.0;88.0;94.0;3;0;1.0;0.0;0.0;0;1;0;1;0;0;0.0;0;0;0
1993;Scent of a Woman;Martin Brest;Drama;156.0;R;8;371913.0;57.0;82.0;3;0;0.0;1.0;0.0;0;0;1;0;0;1;0.0;0;0;0
1993;The Crying Game;Neil Jordan;Crime, Drama, Romance;112.0;R;7,2;63541.0;90.0;95.0;2;0;0.0;0.0;1.0;0;0;0;1;0;0;0.0;0;0;0
1993;A Few Good Men;Rob Reiner;Drama, Thriller;138.0;R;7,7;317650.0;62.0;84.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1992;The Prince of Tides;Barbra Streisand;Drama, Romance;132.0;R;6,8;21434.0;65.0;69.0;2;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;1
1992;Bugsy;Barry Levinson;Biography, Crime, Drama;136.0;R;6,8;33482.0;80.0;84.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1992;The Silence of the Lambs;Jonathan Demme;Crime, Drama, Horror;118.0;R;8,6;1724259.0;86.0;95.0;4;1;0.0;0.0;1.0;1;0;0;1;0;0;0.0;0;0;0
1992;JFK;Oliver Stone;Drama, History, Thriller;189.0;R;8;182362.0;72.0;84.0;3;0;0.0;0.0;0.0;0;0;1;0;0;0;1.0;1;0;0
1992;Beauty and the Beast;Gary Trousdale, Kirk Wise;Animation, Family, Fantasy;84.0;G;8;505626.0;95.0;95.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1991;The Godfather Part III;Francis Ford Coppola;Crime, Drama;162.0;R;7,5;455911.0;60.0;66.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1991;Ghost;Jerry Zucker;Drama, Fantasy, Romance;126.0;Unrated;7,1;256837.0;52.0;74.0;2;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;1;0;0
1991;Dances with Wolves;Kevin Costner;Adventure, Drama, Western;181.0;PG-13;8;310464.0;72.0;87.0;8;1;0.0;1.0;1.0;1;0;1;1;0;1;1.0;0;0;0
1991;Goodfellas;Martin Scorsese;Biography, Crime, Drama;145.0;R;8,7;1392413.0;92.0;93.0;3;0;1.0;0.0;0.0;0;1;0;0;1;0;0.0;0;0;0
1991;Awakenings;Penny Marshall;Biography, Drama;121.0;PG-13;7,8;176965.0;74.0;81.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1990;Driving Miss Daisy;Bruce Beresford;Comedy, Drama;99.0;0;7,3;124535.0;81.0;85.0;4;1;0.0;1.0;1.0;0;0;0;1;0;0;0.0;0;0;0
1990;My Left Foot;Jim Sheridan;Biography, Drama;103.0;R;7,8;85180.0;97.0;98.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1990;Born on the Fourth of July;Oliver Stone;Biography, Drama, War;145.0;R;7,2;124500.0;75.0;84.0;5;0;0.0;1.0;0.0;1;0;1;0;0;1;1.0;0;0;0
1990;Dead Poets Society;Peter Weir;Comedy, Drama;128.0;PG;8,1;653256.0;79.0;85.0;3;0;1.0;0.0;0.0;0;1;0;1;0;0;0.0;0;0;0
1990;Field of Dreams;Phil Alden Robinson;Drama, Family, Fantasy;107.0;PG;7,5;139221.0;57.0;88.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1989;Mississippi Burning;Alan Parker;Crime, Drama, Mystery;128.0;R;7,8;127973.0;65.0;79.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1989;Rain Man;Barry Levinson;Drama;133.0;R;8;585975.0;65.0;88.0;4;1;0.0;1.0;0.0;1;0;0;1;0;0;0.0;0;0;0
1989;The Accidental Tourist;Lawrence Kasdan;Comedy, Drama, Romance;121.0;PG;6,7;18543.0;52.0;82.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;1;0;0
1989;Working Girl;Mike Nichols;Comedy, Drama, Romance;113.0;R;6,8;67934.0;73.0;83.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1989;Dangerous Liaisons;Stephen Frears;Drama, Romance;119.0;R;7,5;80071.0;74.0;91.0;2;0;0.0;0.0;0.0;0;0;0;1;1;0;0.0;0;0;0
1988;Fatal Attraction;Adrian Lyne;Drama, Thriller;119.0;R;6,9;111484.0;67.0;74.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;1;0;0
1988;The Last Emperor;Bernardo Bertolucci;Biography, Drama, History;163.0;PG-13;7,7;119682.0;76.0;86.0;7;1;0.0;1.0;0.0;1;0;1;1;0;1;1.0;0;0;0
1988;Broadcast News;James L. Brooks;Comedy, Drama, Romance;133.0;R;7,3;36895.0;84.0;98.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1988;Hope and Glory;John Boorman;Comedy, Drama, Romance;113.0;PG-13;7,3;15926.0;86.0;96.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1988;Moonstruck;Norman Jewison;Comedy, Drama, Romance;102.0;PG;7,2;79140.0;83.0;90.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1987;A Room with a View;James Ivory;Drama, Romance;117.0;Not Rated;7,2;52414.0;83.0;100.0;4;0;1.0;0.0;0.0;0;0;0;1;0;0;0.0;0;1;1
1987;Platoon;Oliver Stone;Drama, War;120.0;R;8,1;472967.0;92.0;89.0;7;1;0.0;1.0;0.0;1;1;1;0;0;0;1.0;1;0;0
1987;Children of a Lesser God;Randa Haines;Drama, Romance;119.0;R;7,2;20063.0;80.0;81.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1987;The Mission;Roland Joffé;Adventure, Drama, History;125.0;PG;7,4;70941.0;55.0;63.0;1;0;0.0;0.0;0.0;0;0;0;0;0;1;0.0;0;0;0
1987;Hannah and Her Sisters;Woody Allen;Comedy, Drama;107.0;PG-13;7,8;81597.0;90.0;92.0;3;0;0.0;1.0;0.0;0;0;0;1;1;0;0.0;0;0;0
1986;Kiss of the Spider Woman;Hector Babenco;Drama;120.0;R;7,3;19391.0;80.0;87.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1986;Prizzi's Honor;John Huston;Comedy, Crime, Drama;130.0;R;6,7;28638.0;84.0;85.0;3;0;0.0;1.0;0.0;0;0;1;0;1;0;0.0;0;0;0
1986;The Color Purple;Steven Spielberg;Drama;154.0;PG-13;7,7;104230.0;78.0;73.0;2;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;1
1986;Out of Africa;Sydney Pollack;Biography, Drama, Romance;161.0;PG;7,2;93124.0;69.0;62.0;5;1;0.0;1.0;0.0;1;0;0;1;1;0;0.0;0;0;0
1986;Witness;Peter Weir;Crime, Drama, Romance;112.0;R;7,3;114042.0;76.0;94.0;2;0;0.0;0.0;0.0;0;0;0;1;0;0;1.0;0;0;0
1985;A Passage to India;David Lean;Adventure, Drama, History;164.0;PG;7,3;23171.0;78.0;77.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1985;Amadeus;Miloš Forman;Biography, Drama, Music;160.0;PG;8,4;468341.0;87.0;93.0;7;1;0.0;1.0;0.0;1;0;1;1;0;1;0.0;1;0;0
1985;A Soldier's Story;Norman Jewison;Crime, Drama, Mystery;101.0;PG;7,2;12553.0;66.0;91.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1985;Places in the Heart;Robert Benton;Drama;111.0;PG;7,4;15538.0;70.0;90.0;2;0;0.0;0.0;0.0;0;0;0;1;0;1;0.0;0;0;0
1985;The Killing Fields;Roland Joffé;Biography, Drama, History;141.0;R;7,8;63731.0;76.0;91.0;5;0;1.0;0.0;0.0;0;0;0;0;1;0;1.0;1;0;1
1984;Tender Mercies;Bruce Beresford;Drama, Music;92.0;PG;7,3;14418.0;76.0;82.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1984;Terms of Endearment;James L. Brooks;Comedy, Drama;132.0;PG;7,4;70647.0;79.0;81.0;5;1;0.0;1.0;0.0;1;0;0;1;0;1;0.0;0;0;0
1984;The Big Chill;Lawrence Kasdan;Comedy, Drama;105.0;R;7,1;45560.0;61.0;69.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1984;The Dresser;Peter Yates;Drama;118.0;PG;7,4;6374.0;80.0;100.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1984;The Right Stuff;Philip Kaufman;Adventure, Biography, Drama;193.0;PG;7,8;69196.0;91.0;96.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;1.0;0;0;0
1983;Missing;Costa-Gavras;Biography, Drama, History;122.0;Not Rated;7,7;25687.0;75.0;94.0;3;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;1;1;0
1983;Gandhi;Richard Attenborough;Biography, Drama, History;191.0;PG;8;247421.0;79.0;89.0;8;1;1.0;0.0;0.0;1;1;1;1;0;1;1.0;0;0;0
